"Date","Price","Open","High","Low","Vol.","Change %"
"04/29/2024","15,983.08","16,007.00","16,021.50","15,885.89","953.16M","0.35%"
"04/26/2024","15,927.90","15,821.33","15,981.00","15,770.72","939.96M","2.03%"
"04/25/2024","15,611.76","15,375.26","15,644.51","15,343.91","990.23M","-0.64%"
"04/24/2024","15,712.75","15,805.60","15,839.00","15,634.44","955.27M","0.10%"
"04/23/2024","15,696.64","15,525.55","15,730.35","15,510.58","981.75M","1.59%"
"04/22/2024","15,451.30","15,396.13","15,539.00","15,265.66","930.20M","1.11%"
"04/19/2024","15,282.01","15,547.10","15,576.70","15,222.78","1.11B","-2.05%"
"04/18/2024","15,601.50","15,705.70","15,786.12","15,587.50","936.42M","-0.52%"
"04/17/2024","15,683.37","15,942.29","15,957.03","15,654.51","896.71M","-1.15%"
"04/16/2024","15,865.25","15,856.38","15,965.79","15,822.02","912.04M","-0.12%"
"04/15/2024","15,885.02","16,276.47","16,295.27","15,863.88","980.76M","-1.79%"
"04/12/2024","16,175.09","16,293.03","16,341.46","16,125.33","906.05M","-1.62%"
"04/11/2024","16,442.20","16,236.20","16,464.60","16,154.65","888.86M","1.68%"
"04/10/2024","16,170.36","16,104.01","16,200.10","16,092.02","992.41M","-0.84%"
"04/09/2024","16,306.64","16,328.76","16,348.18","16,141.15","888.26M","0.32%"
"04/08/2024","16,253.96","16,285.18","16,323.60","16,220.72","852.61M","0.03%"
"04/05/2024","16,248.52","16,095.40","16,326.50","16,080.49","903.32M","1.24%"
"04/04/2024","16,049.08","16,418.57","16,468.04","16,046.56","1.07B","-1.40%"
"04/03/2024","16,277.46","16,178.79","16,340.74","16,169.31","1.01B","0.23%"
"04/02/2024","16,240.45","16,199.24","16,251.41","16,137.24","1.03B","-0.95%"
"04/01/2024","16,396.83","16,397.05","16,490.65","16,327.89","930.02M","0.11%"
"03/28/2024","16,379.46","16,377.23","16,420.92","16,347.38","1.22B","-0.12%"
"03/27/2024","16,399.52","16,424.76","16,431.82","16,279.17","986.80M","0.51%"
"03/26/2024","16,315.70","16,446.85","16,476.38","16,312.95","1.00B","-0.42%"
"03/25/2024","16,384.47","16,335.30","16,441.17","16,315.72","896.53M","-0.27%"
"03/22/2024","16,428.82","16,387.83","16,467.62","16,361.00","880.01M","0.16%"
"03/21/2024","16,401.84","16,517.24","16,538.86","16,393.90","1.06B","0.20%"
"03/20/2024","16,369.41","16,185.76","16,377.44","16,127.48","1.03B","1.25%"
"03/19/2024","16,166.79","16,031.93","16,175.59","15,951.86","1.04B","0.39%"
"03/18/2024","16,103.45","16,154.92","16,247.59","16,094.17","1.04B","0.82%"
"03/15/2024","15,973.17","16,043.58","16,055.33","15,925.91","3.07B","-0.96%"
"03/14/2024","16,128.53","16,209.19","16,245.32","16,039.68","1.18B","-0.30%"
"03/13/2024","16,177.77","16,220.11","16,233.29","16,143.34","1.09B","-0.54%"
"03/12/2024","16,265.64","16,116.98","16,275.45","15,992.98","1.02B","1.54%"
"03/11/2024","16,019.27","16,052.63","16,085.95","15,978.04","970.77M","-0.41%"
"03/08/2024","16,085.11","16,322.10","16,449.70","16,059.50","1.09B","-1.16%"
"03/07/2024","16,273.38","16,147.32","16,309.02","16,096.01","1.03B","1.51%"
"03/06/2024","16,031.54","16,092.00","16,128.56","15,956.66","1.11B","0.58%"
"03/05/2024","15,939.59","16,077.74","16,087.57","15,862.63","1.16B","-1.65%"
"03/04/2024","16,207.51","16,264.21","16,289.06","16,199.06","1.17B","-0.41%"
"03/01/2024","16,274.94","16,109.83","16,302.24","16,096.60","1.10B","1.14%"
"02/29/2024","16,091.92","16,059.34","16,115.96","15,931.70","1.65B","0.90%"
"02/28/2024","15,947.74","15,969.14","16,003.56","15,924.72","1.10B","-0.55%"
"02/27/2024","16,035.30","16,013.98","16,046.10","15,940.51","1.10B","0.37%"
"02/26/2024","15,976.25","16,014.45","16,054.90","15,973.90","1.06B","-0.13%"
"02/23/2024","15,996.82","16,094.80","16,134.22","15,954.50","1.00B","-0.28%"
"02/22/2024","16,041.62","15,904.48","16,061.82","15,869.24","1.14B","2.96%"
"02/21/2024","15,580.87","15,532.12","15,583.68","15,451.65","984.02M","-0.32%"
"02/20/2024","15,630.78","15,679.84","15,730.47","15,508.50","1.10B","-0.92%"
"02/16/2024","15,775.65","15,910.43","15,917.41","15,752.02","1.12B","-0.82%"
"02/15/2024","15,906.17","15,865.30","15,911.22","15,779.71","1.22B","0.30%"
"02/14/2024","15,859.15","15,781.71","15,865.51","15,683.94","1.08B","1.30%"
"02/13/2024","15,655.60","15,598.88","15,770.42","15,551.44","1.21B","-1.80%"
"02/12/2024","15,942.54","15,980.62","16,080.07","15,917.87","1.09B","-0.30%"
"02/09/2024","15,990.66","15,842.38","16,007.29","15,831.76","1.08B","1.25%"
"02/08/2024","15,793.71","15,762.23","15,813.27","15,739.18","1.02B","0.24%"
"02/07/2024","15,756.64","15,690.35","15,770.67","15,645.80","943.13M","0.95%"
"02/06/2024","15,609.00","15,638.19","15,652.75","15,515.25","931.55M","0.07%"
"02/05/2024","15,597.68","15,613.99","15,637.88","15,471.68","923.28M","-0.20%"
"02/02/2024","15,628.95","15,403.16","15,664.21","15,366.78","956.87M","1.74%"
"02/01/2024","15,361.64","15,254.02","15,372.13","15,208.88","1.01B","1.30%"
"01/31/2024","15,164.01","15,324.19","15,405.55","15,158.49","1.29B","-2.23%"
"01/30/2024","15,509.90","15,604.08","15,619.23","15,484.67","915.72M","-0.76%"
"01/29/2024","15,628.04","15,470.66","15,630.58","15,449.87","959.39M","1.12%"
"01/26/2024","15,455.36","15,474.85","15,538.84","15,433.04","857.50M","-0.36%"
"01/25/2024","15,510.50","15,555.62","15,597.25","15,430.68","998.98M","0.18%"
"01/24/2024","15,481.92","15,560.61","15,629.07","15,468.91","932.89M","0.36%"
"01/23/2024","15,425.94","15,391.41","15,432.35","15,337.23","959.54M","0.43%"
"01/22/2024","15,360.29","15,393.05","15,438.85","15,333.63","1.04B","0.32%"
"01/19/2024","15,310.97","15,122.38","15,310.97","15,087.20","1.14B","1.70%"
"01/18/2024","15,055.65","14,994.52","15,066.81","14,911.11","1.04B","1.35%"
"01/17/2024","14,855.62","14,814.77","14,865.76","14,706.23","944.50M","-0.59%"
"01/16/2024","14,944.35","14,908.26","15,004.35","14,863.81","1.10B","-0.19%"
"01/12/2024","14,972.76","15,001.01","15,047.25","14,931.88","865.51M","0.02%"
"01/11/2024","14,970.18","15,020.95","15,063.61","14,800.38","1.00B","0.00%"
"01/10/2024","14,969.65","14,877.70","14,998.20","14,842.70","904.43M","0.75%"
"01/09/2024","14,857.71","14,744.13","14,894.32","14,716.71","959.65M","0.09%"
"01/08/2024","14,843.77","14,564.47","14,846.90","14,560.20","1.14B","2.20%"
"01/05/2024","14,524.07","14,500.11","14,625.19","14,477.57","1.01B","0.09%"
"01/04/2024","14,510.30","14,532.23","14,632.77","14,504.78","1.04B","-0.56%"
"01/03/2024","14,592.21","14,641.47","14,694.58","14,577.44","1.06B","-1.18%"
"01/02/2024","14,765.94","14,873.70","14,887.80","14,682.38","1.08B","-1.63%"
"12/29/2023","15,011.35","15,099.20","15,111.41","14,955.37","1.04B","-0.56%"
"12/28/2023","15,095.14","15,142.09","15,150.07","15,087.22","907.14M","-0.03%"
"12/27/2023","15,099.18","15,089.66","15,114.08","15,051.67","1.07B","0.16%"
"12/26/2023","15,074.57","15,028.69","15,101.18","15,024.06","871.34M","0.54%"
"12/22/2023","14,992.97","15,006.18","15,047.19","14,927.12","880.44M","0.19%"
"12/21/2023","14,963.87","14,923.14","14,970.81","14,837.47","945.08M","1.26%"
"12/20/2023","14,777.94","14,973.36","15,069.29","14,776.29","1.20B","-1.50%"
"12/19/2023","15,003.22","14,923.02","15,003.80","14,921.60","1.13B","0.66%"
"12/18/2023","14,905.19","14,814.02","14,938.04","14,811.82","1.15B","0.62%"
"12/15/2023","14,813.92","14,797.46","14,848.41","14,753.16","3.35B","0.35%"
"12/14/2023","14,761.56","14,798.72","14,855.62","14,642.23","1.58B","0.19%"
"12/13/2023","14,733.96","14,555.68","14,743.55","14,517.53","1.13B","1.38%"
"12/12/2023","14,533.40","14,423.01","14,533.40","14,385.39","939.56M","0.70%"
"12/11/2023","14,432.49","14,340.13","14,436.08","14,324.57","1.05B","0.20%"
"12/08/2023","14,403.97","14,279.46","14,416.92","14,264.96","997.65M","0.45%"
"12/07/2023","14,339.99","14,230.43","14,353.11","14,220.87","1.05B","1.37%"
"12/06/2023","14,146.71","14,325.62","14,327.63","14,138.51","1.02B","-0.58%"
"12/05/2023","14,229.91","14,126.40","14,285.66","14,121.76","1.11B","0.31%"
"12/04/2023","14,185.49","14,168.66","14,197.52","14,058.52","1.18B","-0.84%"
"12/01/2023","14,305.03","14,181.35","14,311.95","14,135.00","1.09B","0.55%"
"11/30/2023","14,226.22","14,265.05","14,289.20","14,127.05","1.53B","-0.23%"
"11/29/2023","14,258.49","14,367.11","14,423.22","14,247.89","979.43M","-0.16%"
"11/28/2023","14,281.76","14,224.63","14,303.66","14,195.72","870.61M","0.29%"
"11/27/2023","14,241.02","14,239.31","14,305.71","14,205.24","839.28M","-0.07%"
"11/24/2023","14,250.86","14,238.04","14,270.28","14,214.13","441.68M","-0.11%"
"11/22/2023","14,265.86","14,283.82","14,359.61","14,226.63","717.39M","0.46%"
"11/21/2023","14,199.98","14,217.23","14,237.50","14,146.30","815.36M","-0.59%"
"11/20/2023","14,284.53","14,134.75","14,309.80","14,134.20","902.05M","1.13%"
"11/17/2023","14,125.48","14,101.43","14,154.32","14,063.93","946.65M","0.08%"
"11/16/2023","14,113.67","14,066.88","14,130.45","14,033.79","925.11M","0.07%"
"11/15/2023","14,103.84","14,147.27","14,194.36","14,060.70","1.06B","0.07%"
"11/14/2023","14,094.38","14,015.37","14,124.06","14,003.14","1.11B","2.37%"
"11/13/2023","13,767.74","13,745.96","13,805.11","13,687.78","837.61M","-0.22%"
"11/10/2023","13,798.11","13,571.19","13,802.53","13,556.35","998.71M","2.05%"
"11/09/2023","13,521.45","13,693.70","13,697.82","13,506.02","1.04B","-0.94%"
"11/08/2023","13,650.41","13,660.22","13,684.87","13,573.58","956.59M","0.08%"
"11/07/2023","13,639.86","13,555.79","13,675.46","13,516.56","896.95M","0.90%"
"11/06/2023","13,518.78","13,514.08","13,551.62","13,435.99","912.89M","0.30%"
"11/03/2023","13,478.28","13,362.85","13,520.28","13,344.73","1.02B","1.38%"
"11/02/2023","13,294.19","13,230.49","13,302.18","13,177.64","1.03B","1.78%"
"11/01/2023","13,061.47","12,887.06","13,072.42","12,875.20","937.65M","1.64%"
"10/31/2023","12,851.24","12,786.62","12,859.40","12,697.04","914.04M","0.48%"
"10/30/2023","12,789.48","12,750.46","12,842.96","12,691.56","801.65M","1.16%"
"10/27/2023","12,643.01","12,718.69","12,772.43","12,600.57","856.38M","0.38%"
"10/26/2023","12,595.61","12,768.97","12,818.14","12,543.86","941.24M","-1.76%"
"10/25/2023","12,821.22","13,039.86","13,042.52","12,804.30","950.80M","-2.43%"
"10/24/2023","13,139.88","13,084.99","13,170.39","13,022.85","878.12M","0.93%"
"10/23/2023","13,018.33","12,930.85","13,143.22","12,848.83","859.07M","0.27%"
"10/20/2023","12,983.81","13,157.77","13,177.35","12,977.43","1.03B","-1.53%"
"10/19/2023","13,186.17","13,354.80","13,404.73","13,157.33","920.00M","-0.96%"
"10/18/2023","13,314.30","13,439.68","13,499.74","13,275.30","843.06M","-1.62%"
"10/17/2023","13,533.75","13,419.87","13,602.25","13,364.74","906.42M","-0.25%"
"10/16/2023","13,567.98","13,453.81","13,598.05","13,447.17","832.45M","1.20%"
"10/13/2023","13,407.23","13,613.59","13,619.54","13,361.85","843.48M","-1.23%"
"10/12/2023","13,574.22","13,672.47","13,714.14","13,491.56","921.27M","-0.63%"
"10/11/2023","13,659.68","13,619.21","13,671.11","13,549.29","797.05M","0.71%"
"10/10/2023","13,562.84","13,505.81","13,659.63","13,491.81","823.87M","0.58%"
"10/09/2023","13,484.24","13,326.22","13,509.30","13,277.48","723.95M","0.39%"
"10/06/2023","13,431.34","13,127.68","13,472.27","13,099.03","860.52M","1.60%"
"10/05/2023","13,219.83","13,228.12","13,251.18","13,087.57","870.00M","-0.12%"
"10/04/2023","13,236.01","13,092.92","13,258.76","13,072.51","854.22M","1.35%"
"10/03/2023","13,059.47","13,229.68","13,280.04","13,008.60","889.31M","-1.87%"
"10/02/2023","13,307.77","13,217.99","13,364.03","13,204.08","877.57M","0.67%"
"09/29/2023","13,219.32","13,337.71","13,382.98","13,177.09","1.02B","0.14%"
"09/28/2023","13,201.28","13,043.37","13,270.97","13,025.11","884.75M","0.83%"
"09/27/2023","13,092.85","13,115.36","13,156.37","12,963.16","894.11M","0.22%"
"09/26/2023","13,063.61","13,180.96","13,199.13","13,033.40","891.04M","-1.57%"
"09/25/2023","13,271.32","13,172.54","13,277.83","13,132.00","769.22M","0.45%"
"09/22/2023","13,211.81","13,287.17","13,353.22","13,200.64","831.54M","-0.09%"
"09/21/2023","13,223.99","13,328.06","13,362.23","13,222.56","928.74M","-1.82%"
"09/20/2023","13,469.13","13,710.26","13,727.81","13,467.28","835.28M","-1.53%"
"09/19/2023","13,678.19","13,649.44","13,705.15","13,578.87","881.73M","-0.23%"
"09/18/2023","13,710.24","13,669.96","13,751.28","13,663.46","962.57M","0.01%"
"09/15/2023","13,708.33","13,889.20","13,895.75","13,684.24","3.05B","-1.56%"
"09/14/2023","13,926.05","13,889.76","13,957.57","13,810.66","930.53M","0.81%"
"09/13/2023","13,813.58","13,773.67","13,868.57","13,733.82","929.03M","0.29%"
"09/12/2023","13,773.62","13,858.94","13,913.60","13,763.69","853.61M","-1.04%"
"09/11/2023","13,917.89","13,884.03","13,937.46","13,805.13","853.34M","1.14%"
"09/08/2023","13,761.53","13,754.71","13,843.37","13,733.18","781.91M","0.09%"
"09/07/2023","13,748.83","13,675.11","13,774.63","13,642.47","920.58M","-0.89%"
"09/06/2023","13,872.47","13,988.81","14,001.95","13,802.42","826.45M","-1.06%"
"09/05/2023","14,020.95","13,994.54","14,060.85","13,945.65","882.28M","-0.08%"
"09/01/2023","14,031.82","14,129.96","14,149.62","13,982.42","820.13M","-0.02%"
"08/31/2023","14,034.97","14,041.54","14,114.67","14,010.48","1.13B","0.11%"
"08/30/2023","14,019.31","13,961.77","14,050.82","13,924.20","829.23M","0.54%"
"08/29/2023","13,943.76","13,687.23","13,959.81","13,677.06","865.54M","1.74%"
"08/28/2023","13,705.13","13,695.36","13,735.98","13,626.64","674.53M","0.84%"
"08/25/2023","13,590.65","13,514.37","13,633.42","13,376.34","782.12M","0.94%"
"08/24/2023","13,463.97","13,834.31","13,834.68","13,462.84","891.76M","-1.87%"
"08/23/2023","13,721.03","13,532.43","13,757.00","13,532.43","811.82M","1.59%"
"08/22/2023","13,505.87","13,593.95","13,598.76","13,484.38","780.24M","0.06%"
"08/21/2023","13,497.59","13,347.26","13,516.86","13,325.59","828.82M","1.56%"
"08/18/2023","13,290.78","13,190.02","13,335.87","13,161.76","980.92M","-0.20%"
"08/17/2023","13,316.93","13,527.30","13,535.09","13,303.45","956.29M","-1.17%"
"08/16/2023","13,474.63","13,593.17","13,644.32","13,473.03","993.03M","-1.15%"
"08/15/2023","13,631.05","13,760.48","13,774.98","13,611.93","816.65M","-1.14%"
"08/14/2023","13,788.33","13,599.00","13,789.16","13,582.49","836.91M","1.05%"
"08/11/2023","13,644.85","13,633.65","13,720.33","13,609.98","842.28M","-0.56%"
"08/10/2023","13,721.03","13,818.25","13,947.16","13,686.51","979.72M","0.12%"
"08/09/2023","13,705.08","13,897.61","13,898.54","13,698.39","1.06B","-1.17%"
"08/08/2023","13,867.19","13,875.45","13,899.74","13,769.34","1.04B","-0.79%"
"08/07/2023","13,977.13","13,972.45","13,997.15","13,864.92","957.81M","0.61%"
"08/04/2023","13,892.07","14,025.96","14,119.22","13,897.93","1.00B","-0.48%"
"08/03/2023","13,959.71","13,899.76","14,032.28","13,881.35","1.03B","-0.10%"
"08/02/2023","13,973.45","14,132.73","14,133.85","13,914.81","1.06B","-2.17%"
"08/01/2023","14,283.91","14,274.93","14,309.21","14,215.64","909.92M","-0.43%"
"07/31/2023","14,346.02","14,337.90","14,370.91","14,292.75","1.08B","0.21%"
"07/28/2023","14,316.66","14,199.83","14,344.35","14,188.10","937.55M","1.90%"
"07/27/2023","14,050.11","14,319.16","14,360.20","14,006.92","1.00B","-0.55%"
"07/26/2023","14,127.28","14,123.52","14,187.35","14,041.95","883.42M","-0.12%"
"07/25/2023","14,144.55","14,093.24","14,201.91","14,092.52","864.05M","0.61%"
"07/24/2023","14,058.87","14,081.63","14,110.15","13,997.13","812.22M","0.19%"
"07/21/2023","14,032.80","14,148.17","14,179.01","14,020.45","1.45B","-0.22%"
"07/20/2023","14,063.31","14,273.29","14,309.92","14,030.63","996.24M","-2.05%"
"07/19/2023","14,358.02","14,398.53","14,446.55","14,317.09","978.63M","0.03%"
"07/18/2023","14,353.64","14,212.25","14,396.69","14,176.11","930.20M","0.76%"
"07/17/2023","14,244.95","14,149.92","14,274.41","14,138.00","914.53M","0.93%"
"07/14/2023","14,113.70","14,166.66","14,232.11","14,081.96","996.35M","-0.18%"
"07/13/2023","14,138.57","14,021.15","14,163.80","14,012.24","962.46M","1.58%"
"07/12/2023","13,918.96","13,915.64","13,963.45","13,842.13","1.01B","1.15%"
"07/11/2023","13,760.70","13,709.82","13,774.83","13,643.32","913.10M","0.55%"
"07/10/2023","13,685.48","13,645.37","13,692.41","13,584.87","1.00B","0.18%"
"07/07/2023","13,660.72","13,668.07","13,804.51","13,656.74","949.89M","-0.13%"
"07/06/2023","13,679.04","13,653.17","13,689.52","13,567.25","1.04B","-0.82%"
"07/05/2023","13,791.65","13,772.10","13,844.50","13,764.25","937.60M","-0.18%"
"07/03/2023","13,816.77","13,798.70","13,839.09","13,773.41","583.70M","0.21%"
"06/30/2023","13,787.92","13,719.98","13,816.67","13,716.16","1.07B","1.45%"
"06/29/2023","13,591.33","13,592.36","13,618.53","13,540.26","871.64M","0.00%"
"06/28/2023","13,591.75","13,506.02","13,654.14","13,495.73","890.52M","0.27%"
"06/27/2023","13,555.67","13,389.25","13,578.80","13,366.97","966.18M","1.65%"
"06/26/2023","13,335.78","13,468.75","13,573.57","13,334.42","936.28M","-1.16%"
"06/23/2023","13,492.52","13,484.10","13,572.18","13,442.65","3.36B","-1.01%"
"06/22/2023","13,630.61","13,443.41","13,631.85","13,441.56","898.27M","0.95%"
"06/21/2023","13,502.20","13,620.87","13,638.57","13,460.94","1.06B","-1.21%"
"06/20/2023","13,667.29","13,642.29","13,711.18","13,561.84","1.13B","-0.16%"
"06/16/2023","13,689.57","13,859.07","13,864.06","13,680.96","2.92B","-0.68%"
"06/15/2023","13,782.82","13,572.88","13,828.17","13,561.37","1.13B","1.15%"
"06/14/2023","13,626.48","13,570.56","13,661.74","13,455.99","1.16B","0.39%"
"06/13/2023","13,573.32","13,566.53","13,594.40","13,473.19","1.04B","0.83%"
"06/12/2023","13,461.92","13,326.37","13,465.91","13,302.58","974.53M","1.53%"
"06/09/2023","13,259.14","13,312.39","13,385.95","13,229.33","899.24M","0.16%"
"06/08/2023","13,238.52","13,113.27","13,248.60","13,101.18","873.24M","1.02%"
"06/07/2023","13,104.89","13,295.26","13,361.90","13,089.48","1.11B","-1.29%"
"06/06/2023","13,276.42","13,199.59","13,306.21","13,165.65","978.70M","0.36%"
"06/05/2023","13,229.43","13,238.48","13,330.65","13,194.95","887.68M","-0.09%"
"06/02/2023","13,240.77","13,190.48","13,256.21","13,125.86","941.89M","1.07%"
"06/01/2023","13,100.98","12,944.46","13,141.83","12,903.63","957.13M","1.28%"
"05/31/2023","12,935.29","12,968.38","13,029.08","12,889.37","1.94B","-0.63%"
"05/30/2023","13,017.43","13,109.10","13,154.29","12,968.12","969.21M","0.32%"
"05/26/2023","12,975.69","12,736.42","13,001.91","12,729.74","914.77M","2.19%"
"05/25/2023","12,698.09","12,706.44","12,736.92","12,604.89","970.49M","1.71%"
"05/24/2023","12,484.16","12,481.89","12,529.63","12,415.85","842.72M","-0.61%"
"05/23/2023","12,560.25","12,652.88","12,709.74","12,554.43","899.73M","-1.26%"
"05/22/2023","12,720.78","12,664.44","12,756.22","12,655.26","886.96M","0.50%"
"05/19/2023","12,657.90","12,709.46","12,731.73","12,624.06","899.33M","-0.24%"
"05/18/2023","12,688.84","12,513.87","12,698.50","12,512.26","932.20M","1.51%"
"05/17/2023","12,500.57","12,388.58","12,514.07","12,335.02","936.60M","1.28%"
"05/16/2023","12,343.05","12,327.05","12,403.81","12,324.52","857.54M","-0.18%"
"05/15/2023","12,365.21","12,301.17","12,376.40","12,263.35","857.25M","0.66%"
"05/12/2023","12,284.74","12,350.52","12,364.65","12,209.58","865.59M","-0.35%"
"05/11/2023","12,328.51","12,321.26","12,347.38","12,255.44","934.31M","0.18%"
"05/10/2023","12,306.44","12,286.66","12,337.69","12,180.86","1.04B","1.04%"
"05/09/2023","12,179.55","12,195.78","12,216.13","12,174.06","899.76M","-0.63%"
"05/08/2023","12,256.92","12,231.68","12,264.99","12,178.26","882.60M","0.18%"
"05/05/2023","12,235.41","12,073.03","12,264.83","12,065.72","1.01B","2.25%"
"05/04/2023","11,966.40","11,997.34","12,033.15","11,925.37","1.01B","-0.49%"
"05/03/2023","12,025.33","12,097.04","12,212.55","12,022.46","1.09B","-0.46%"
"05/02/2023","12,080.51","12,198.02","12,206.58","12,015.22","1.05B","-1.08%"
"05/01/2023","12,212.60","12,210.05","12,261.32","12,181.08","926.58M","-0.11%"
"04/28/2023","12,226.58","12,117.54","12,227.72","12,082.57","1.07B","0.69%"
"04/27/2023","12,142.24","11,972.15","12,154.01","11,950.92","986.43M","2.43%"
"04/26/2023","11,854.35","11,913.23","11,967.99","11,833.07","973.40M","0.47%"
"04/25/2023","11,799.16","11,968.81","11,990.46","11,798.77","921.37M","-1.98%"
"04/24/2023","12,037.20","12,053.47","12,103.58","11,960.30","853.57M","-0.29%"
"04/21/2023","12,072.46","12,046.03","12,097.15","11,986.82","944.77M","0.11%"
"04/20/2023","12,059.56","12,039.08","12,155.96","12,011.95","899.17M","-0.80%"
"04/19/2023","12,157.23","12,063.68","12,191.10","12,060.17","879.49M","0.03%"
"04/18/2023","12,153.41","12,234.56","12,245.43","12,110.23","883.01M","-0.04%"
"04/17/2023","12,157.72","12,108.23","12,159.02","12,064.10","904.58M","0.28%"
"04/14/2023","12,123.46","12,117.91","12,205.72","12,026.55","874.14M","-0.35%"
"04/13/2023","12,166.27","11,997.42","12,178.80","11,995.94","921.41M","1.99%"
"04/12/2023","11,929.34","12,110.87","12,134.50","11,916.54","916.01M","-0.85%"
"04/11/2023","12,031.88","12,080.24","12,091.27","12,011.40","883.24M","-0.43%"
"04/10/2023","12,084.36","11,975.13","12,084.95","11,924.20","862.62M","-0.03%"
"04/06/2023","12,087.96","11,939.08","12,098.50","11,898.36","785.43M","0.76%"
"04/05/2023","11,996.86","12,081.76","12,086.75","11,931.84","894.37M","-1.07%"
"04/04/2023","12,126.33","12,208.49","12,224.68","12,081.81","877.51M","-0.52%"
"04/03/2023","12,189.45","12,146.09","12,196.34","12,086.52","950.52M","-0.27%"
"03/31/2023","12,221.91","12,031.54","12,227.93","12,030.44","1.16B","1.74%"
"03/30/2023","12,013.47","12,010.45","12,044.79","11,953.37","923.96M","0.73%"
"03/29/2023","11,926.24","11,855.59","11,941.59","11,823.35","915.05M","1.79%"
"03/28/2023","11,716.08","11,752.76","11,752.76","11,635.03","773.10M","-0.45%"
"03/27/2023","11,768.84","11,868.54","11,903.21","11,739.05","844.71M","-0.47%"
"03/24/2023","11,823.96","11,747.62","11,826.23","11,670.67","897.32M","0.31%"
"03/23/2023","11,787.40","11,811.32","11,962.69","11,684.52","1.00B","1.01%"
"03/22/2023","11,669.96","11,857.50","12,013.99","11,666.85","963.97M","-1.60%"
"03/21/2023","11,860.11","11,764.79","11,879.16","11,724.91","1.04B","1.58%"
"03/20/2023","11,675.54","11,614.39","11,695.55","11,550.69","1.08B","0.39%"
"03/17/2023","11,630.51","11,696.34","11,773.11","11,562.63","2.94B","-0.74%"
"03/16/2023","11,717.28","11,384.87","11,733.80","11,365.49","1.13B","2.48%"
"03/15/2023","11,434.05","11,291.17","11,447.90","11,238.44","1.22B","0.05%"
"03/14/2023","11,428.15","11,357.74","11,467.01","11,284.93","1.18B","2.14%"
"03/13/2023","11,188.84","11,041.46","11,326.73","10,982.80","1.31B","0.45%"
"03/10/2023","11,138.89","11,325.36","11,373.81","11,093.86","1.23B","-1.76%"
